Business_ID,Name,Address,City,Latitude,Longitude,Grade
PR0090392,Mason's Famous Lobster Rolls,1307 1ST AVE,Seattle,47.60705155,-122.33864819,1
PR0090993,MOD PIZZA - SOUTHCENTER,17430 SOUTHCENTER PKWY,TUKWILA,,,1
PR0043427,RIVER ROCK GRILL,4050 MAPLE VALLEY HWY ,Renton,47.4709772113,-122.1618806414,1
PR0015643,SAFEWAY STORE #558,6911 COAL CREEK PKWY SE,NEWCASTLE,47.5399404758,-122.1658465691,1
PR0022938,DOMINO'S PIZZA #7063,714 TAYLOR AVE N ,Seattle,47.6258987247,-122.345789036,1
PR0086760,"ORIGINAL PANCAKE HOUSE, THE",7425 166TH AVE NE STE C205,REDMOND,47.67050263,-122.11949246,2
PR0089424,URL,524 BROADWAY,SEATTLE,47.60682597,-122.32054505,1
PR0077648,KIM PHUONG VIETNAMESE RESTAURANT,4500 NE SUNSET BL STE F,RENTON,47.5053169073,-122.1588948625,2
PR0083158,ORIGINAL PANCAKE HOUSE,26820 MAPLE VALLEY BLK DIAMOND RD SE,MAPLE VALLEY,47.3611,-122.01874,3
PR0002869,GIM WAH RESTAURANT,3418 W MCGRAW ST,SEATTLE,47.6397259301,-122.4020694734,2
PR0085376,PELMENI DUMPLING TZAR,1630 12TH AVE,SEATTLE,47.61579928,-122.3165338,1
PR0076742,ALDER & ASH,629 PIKE ST ,SEATTLE,47.6112587737,-122.3336731895,2
PR0006522,TABS BAR & GRILL,7211 NE 181ST ST ,KENMORE,47.7589096947,-122.2441028434,1
PR0086993,STRUCTURE CELLARS,3861 1ST AVE S #F,SEATTLE,47.56800459,-122.33486445,1
PR0086994,LIL RED'S TAKEOUT & CATERING,4225 RAINIER AVE S,SEATTLE,47.5649167,-122.28886538,2
PR0080865,WOODLAND PARK ZOO,5500 PHINNEY AVE N,Seattle,47.6685322278,-122.3536880788,1
PR0006096,NOVILHO'S BRAZILIAN,12405 SE 38TH ST ,Bellevue,47.5770130677,-122.1729855926,2
PR0089591,EZELL'S FAMOUS CHICKEN,3615 FACTORIA BL SE,BELLEVUE,47.57787,-122.16999,1
PR0006424,JACK IN THE BOX #8426,6100 NE BOTHELL WAY ,KENMORE,47.7586776176,-122.2616426566,1
PR0081411,NEPTUNE THEATRE,1303 NE 45TH ST,SEATTLE,47.66097138,-122.31389719,1
PR0085399,MARINATION,2000 6TH AVE,SEATTLE,47.61476767,-122.33828471,1
PR0087001,EVERGREENS (FREMONT),738 N 34TH ST,SEATTLE,47.64950643,-122.34815733,2
PR0001378,THE OCTOPUS BAR,2121 N 45TH ST ,Seattle,47.6611834755,-122.3327939295,1
PR0084455,PORCHLIGHT COFFEE,1517 14TH AVE,SEATTLE,47.61492122,-122.31458973,1
PR0005618,MAZATLAN RESTAURANT #1,110 CROSS ST ,AUBURN,47.3046032731,-122.2284929767,2
PR0066587,STARBUCKS COFFEE #3298,1524 7TH AVE,SEATTLE,47.6123665792,-122.3336500651,1
PR0003766,DUNBAR ROOM AT HOTEL SORRENTO,900 MADISON ST,SEATTLE,47.6089431074,-122.3269033426,2
PR0091291,Brick n Cheese @ Cap Hill eats,1525 13th AVE,Seattle,,,1
PR0052612,RED MILL BURGERS,1613 W DRAVUS ST ,Seattle,47.6482578005,-122.3782488913,1
PR0073442,STARBUCKS COFFEE,18336 MIDVALE AVE N #114,SHORELINE,47.7620663341,-122.3445574655,1
PR0043528,DISCOVERY ESPRESSO AND JUICE,3103 W JAMESON ST,Seattle,47.6598814237,-122.3977583351,1
PR0087631,GENERAL PORPOISE DOUGHNUTS & COFFEE,4520 UNION BAY PL NE,SEATTLE,47.66216842,-122.29330028,1
PR0067271,INDEPENDENT PIZZERIA,4235 E Madison ST ,SEATTLE,47.635899,-122.277404,1
PR0003727,TACO TIME,3500 SW AVALON WAY ,Seattle,47.5644314633,-122.3766325336,1
PR0077129,MONKEY BRIDGE,1723 NW MARKET ST ,SEATTLE,47.6683799634,-122.3796655819,2
PR0084738,KIZUKI RAMEN & IZAKAYA,320 E PINE ST #102,SEATTLE,47.61542005,-122.32711114,1
PR0001387,UN BIEN,6226 SEAVIEW AVE NW ,SEATTLE,47.6748099223,-122.4061344835,1
PR0050040,YIFANG TAIWAN FRUIT TEA,619 S KING ST ,Seattle,47.598203664,-122.3254257146,3
PR0048931,WESTMAN BAGEL UNIVERSITY,5201 UNIVERSITY WAY NE STE B,SEATTLE,47.6667327996,-122.3134754005,2
PR0004934,JERSEY'S SPORTS BAR,35509 21ST AVE SW,FEDERAL WAY,47.2833714945,-122.361391001,1
PR0089737,PINT & PIE PUBLIC HOUSE,7858 LEARY WAY,REDMOND,47.6737,-122.12268,1
PR0013828,SALVATORE RISTORANTE ITAL,6100 ROOSEVELT WAY NE ,Seattle,47.6730684905,-122.3170567147,2
PR0049046,LAS MARGARITAS,1525 A ST NE ,Auburn,47.3219903466,-122.2294934163,1
PR0077651,BURGER MADNESS,4117 4TH AVE S ,SEATTLE,47.5666591092,-122.3300530771,1
PR0001464,FUSHEN SEAFOOD CHINESE RESTAURANT,9019 AURORA AVE N ,Seattle,47.6947301562,-122.3449267517,1
PR0082120,7-ELEVEN #35532B,819 VIRGINIA ST UNIT C-1,SEATTLE,47.61602863,-122.3358385,1
PR0070764,SAFEWAY INC #1551,1410 E JOHN ST ,SEATTLE,47.6204942289,-122.3131356749,3
PR0029107,"BRI'S BEANS, II",1234 N CENTRAL AVE ,Kent,47.3954410747,-122.22779377,1
PR0070116,SAN WOK ESPRESS,20710 108TH AVE SE ,KENT,47.4166380436,-122.1965371428,2
PR0063793,GRILL FROM IPANEMA,2313 1ST AVE S #B,SEATTLE,47.6133547534,-122.3468482791,1
PR0072384,WATARU,2400 NE 65TH ST ,SEATTLE,47.6759515156,-122.3015013372,2
PR0070985,EL SALVADOR PUPUSERIA TITA'S,26026 PACIFIC HWY S ,KENT,47.3680474214,-122.3023782185,2
PR0086572,MEDITERRANEAN MIX,2204 S JACKSON ST,SEATTLE,47.59946751,-122.30302677,1
PR0083571,LE CAVISTE,1919 7TH AVE,SEATTLE,47.61455669,-122.33703598,1
PR0065321,STARBUCKS CAFE #13009,545 BELLEVUE SQUARE ,BELLEVUE,47.6166778425,-122.2040083156,2
PR0063990,MARKET FRESH,601 108TH AVE NE STE 150,BELLEVUE,47.6158551084,-122.1968810717,2
PR0089634,FACEBOOK OSS SEA-102 STADIUM WEST LEVEL 5,1531 UTAH AVE S,SEATTLE,47.58924132,-122.33566267,1
PR0077281,GOURMONDO,10230 NE POINTS DR STE 100,KIRKLAND,47.6449941707,-122.2032111012,1
PR0083105,BUGIS,4241 UNIVERSITY WAY NE,SEATTLE,47.6595998,-122.31344086,2
PR0006920,LITTLE STORE,2810 W LAKE SAMMAMISH PKWY SE,BELLEVUE,47.5848656177,-122.111104865,1
PR0087005,LA CONDENADA,2359 10TH AVE E,SEATTLE,47.64123347,-122.3202059,2
PR0049615,NORMANDY PARK SHELL,17956 1ST AVE S ,NORMANDY PARK,47.4421364082,-122.3338342854,2
PR0083082,FOOD MART,6230 RAINIER AVE S,SEATTLE,47.54631145,-122.27565261,2
PR0040298,KIRKLAND 76,12235 NE 116TH ST ,Kirkland,47.703563073,-122.17690904,2
PR0089646,WENDY'S,34506 16TH AVE S,FEDERAL WAY,47.29220688,-122.31293118,1
PR0004509,J J'S BAR & GRILL,23826 PACIFIC HWY S ,Kent,47.3876467091,-122.2955719624,1
PR0070867,STARBUCKS COFFEE #8776,34024 HOYT RD SW,FEDERAL WAY,47.2974481462,-122.3822194813,1
PR0086950,BARTELL DRUGS #06973,419 NE 71ST ST STE A,SEATTLE,47.67987863,-122.32334585,2
PR0086672,CUBES BAKING COMPANY,2315 N 45TH ST,SEATTLE,47.66126074,-122.33057731,1
PR0086873,SPRINGHILL SUITES MARRIOTT,1185 NW MAPLE ST,ISSAQUAH,47.54329234,-122.05658622,1
PR0087110,EL GRITO,234 FAIRVIEW AVE N,SEATTLE,47.62069796,-122.33406229,1
PR0088166,EVERGREENS,17801 INTERNATIONAL BL,SEATAC,47.44357,-122.303411,1
PR0087319,CAPITAL ONE CAFE BELLEVUE,400 BELLEVUE WAY NE #160,BELLEVUE,47.61406,-122.20134,2
PR0091396,MS BUILDING 4 - JACKS BBQ,15835 NE 36TH ST,REDMOND,,,1
PR0090670,Axum Foods DBA Lands Of Origin,1532 Pike PL,seattle,47.60938457,-122.34145762,3
PR0072394,HAVANA,1010 E PIKE ST ,SEATTLE,47.6142742923,-122.3187146429,1
PR0082334,KANGAROO & KIWI,2026 NW MARKET ST,SEATTLE,47.66894603,-122.38339098,2
PR0079536,MICROSOFT STUDIO B,15101 NE 40TH ST,REDMOND,47.645413,-122.139069,1
PR0054955,ANDY'S ESPRESSO,150 SW 160TH ST ,BURIEN,47.4599908273,-122.3361753111,1
PR0087923,FULCRUM CAFE,590 BELL ST,SEATTLE,47.61661,-122.34263,1
PR0091462,THE OUTER RIM COFFEE HOUSE,2821 THORNDYKE AVE W,Seattle,,,1
PR0017318,HOANG LAN,7119 M L KING JR WAY S ,Seattle,47.5383750223,-122.2820811042,2
PR0091250,NEKTER JUICE BAR,8020 161ST AVE NE,REDMOND,,,1
PR0011253,BURGER KING #4662,14340 15TH AVE NE ,SEATTLE,47.7332578368,-122.3123020805,3
PR0087811,MEET FRESH,15552 LAKE HILLS BL STE F5,BELLEVUE,47.603621,-122.132246,3
PR0021795,MARKET ON CENTRAL/SUBWAY #1647,255 CENTRAL WAY ,Kirkland,47.6770646314,-122.2037816417,2
PR0086997,HELLO POKE,16175 CLEVELAND ST STE 105,REDMOND,47.67352786,-122.12440698,1
PR0083272,KASPARS SPECIAL EVENTS + CATERING,3656 34TH AVE W,SEATTLE,47.653877,-122.400566,2
PR0071882,PANDA EXPRESS RESTAURANT #1183,31827 PACIFIC HWY S ,FEDERAL WAY,47.3171489595,-122.3140452161,1
PR0079608,CICCHETTI,121 E BOSTON ST,SEATTLE,47.6380827582,-122.3268423577,1
PR0068794,T-MOBILE PARK,151 S ROYAL BROUGHAM WAY,SEATTLE,47.5921744369,-122.3335774697,1
PR0091388,GHANA FUSION,1525 13th AVE STE K101,SEATTLE,,,1
PR0070787,STARBUCKS COFFEE #7941,4147 UNIVERSITY WAY NE ,SEATTLE,47.6581813708,-122.3136617079,1
PR0091176,HALAL BITES,5600 ROOSEVELT WAY NE K111,SEATTLE,,,2
PR0011620,HANUMAN THAI CAFE MADISON,2808 E MADISON ST ,SEATTLE,47.6238184337,-122.2960453563,2
PR0042740,TERIYAKI ISLAND,1263 N 205TH ST #103,SHORELINE,47.7776243965,-122.3438054699,2
PR0087376,FAIRMONT OLYMPIC HOTELSEATTLE,411 UNIVERSITY ST,SEATTLE,47.60819392,-122.33414375,2
PR0011770,LUCIANO'S PIZZA & PASTA,11064 LAKE CITY WAY NE #8,Seattle,47.7088585934,-122.3009655154,2
PR0083529,DEL*RIO SUPERMARKETS,24811 PACIFIC HWY S STE 303,KENT,47.378833,-122.299238,2
PR0025618,BURGER KING #6972,3301 4TH AVE S ,SEATTLE,47.574088197,-122.3295836262,2
PR0082387,GUCKENHEIMER SERVICES LLC,1201 3RD AVE #4800,SEATTLE,47.60725056,-122.33588812,1
PR0081474,CASTILLOS SUPERMARKET,10426 16TH AVE SW,SEATTLE,47.50918529,-122.35470017,3
PR0090612,Coffeeholic Commissary Kitchen,3810 Airport WAY S,Seattle,47.56953547,-122.32226765,3
PR0064155,PAPA JOHN'S PIZZA #2612,112 SW 312TH ST,FEDERAL WAY,47.3227961843,-122.3353453982,1
PR0089015,BASCULE CAFE @ ADOBE,801 N 34TH ST,SEATTLE,47.64824,-122.34791,1
PR0086907,CHATEAU ST MICHELLE - BANQUET KITCHEN,14111 NE 145TH ST,WOODINVILLE,47.7294997,-122.15171786,1
PR0072155,LITTLE CAESARS PIZZA,10607 SE 240TH ST,KENT,47.3866139309,-122.1993945273,2
PR0057047,WILLOWS RUN GOLF COURSE,10402 WILLOWS RD NE ,Redmond,47.6932031009,-122.148151924,4
PR0091634,T-MOBILE PARK,1250 1st AVE S,Seattle,,,1
PR0001070,ALPHA PHI,4710 19TH AVE NE ,Seattle,47.6632945684,-122.3068752935,4
PR0042982,BELLA BALDUCCI'S,11834 98TH AVE NE ,Kirkland,47.7064296179,-122.209800298,3
PR0003936,"MADISON HOTEL, LLC",515 MADISON ST,Seattle,47.6065952057,-122.3307489121,1
PR0032948,SUPER SAVER FOODS,10616 16TH AVE SW ,Seattle,47.507974654,-122.3542186734,2
PR0088571,DISTRICT H-COMMON KITCHEN(DELI),970 DENNY WAY,SEATTLE,47.61869565,-122.33756248,2
PR0077453,PUERTO VALLARTA,16717 SE 272ND ST ,COVINGTON,47.3579615716,-122.1185207544,3
PR0001856,SAFEWAY #3213,15332 AURORA AVE N ,SHORELINE,47.7408461522,-122.3439193682,1
PR0004931,TACO TIME,809 KENT DES MOINES RD ,Seattle,47.3968218199,-122.3236674674,1
PR0084449,KATHAKALI,11451 98TH AVE NE,KIRKLAND,47.70360416,-122.21062757,3
PR0084882,GOOGLE,451 7TH AVE S BLDG D,KIRKLAND,47.66996743,-122.19915193,1
PR0053149,T-MOBILE PARK,151 S ROYAL BROUGHAM WAY,SEATTLE,47.5921744369,-122.3335774697,1
PR0002944,HILL TOP ALE HOUSE,2129 QUEEN ANNE AVE N ,Seattle,47.6379655522,-122.3572131838,1
PR0063137,SEEDER'S STEAK & BREWHOUSE,1502 RAILROAD ST,ENUMCLAW,47.2026629835,-121.9896308383,1
PR0077201,TOP POT DOUGHNUTS,815 N 10TH ST N #F,RENTON,47.4961078811,-122.2024551577,1
PR0090693,TIME WARP,1420 10th AVE,Seattle,47.61357114,-122.31920174,3
PR0082023,AFC SUSHI @ SAFEWAY #2734,10020 NE 137TH ST,KIRKLAND,47.72345181,-122.2061952,2
PR0076680,909 COFFEE AND WINE,909 SW 152ND ST ,BURIEN,47.4666354084,-122.3463648837,1
PR0071929,KITANDA,12700 NE 124TH AVE ,KIRKLAND,47.7103357362,-122.1715689829,2
PR0072359,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,375 SE GRADY WAY C,RENTON,47.4711281801,-122.21451813,1
PR0004397,WILD MERMAID,10824 VASHON HWY SW ,VASHON ISLAND,47.5085449528,-122.4638689037,2
PR0025626,SEE FAH THAI CUISINE,1630 DUVALL AVE NE #A01,RENTON,47.5066336769,-122.1554174644,2
PR0082618,MENCHIE'S,14865 MAIN ST,BELLEVUE,47.60914653,-122.14115164,1
PR0031516,I LUV TERIYAKI,4500 NE SUNSET BL,Renton,47.5053169079,-122.1588948626,2
PR0015634,BLUE WATER BURRITO CO,1000 2ND AVE ,SEATTLE,47.6056600537,-122.3351128313,2
PR0005187,BEACH COMBER SPORTS BAR AND GRILL,12623 RENTON AVE S ,Seattle,47.4904853845,-122.2396130003,1
PR0054763,NORDSTROM INC,100 SOUTHCENTER MALL,TUKWILA,47.45959,-122.26075,1
PR0072012,PAPA MURPHY'S PIZZA,23515 NE NOVELTY HILL RD 205,REDMOND,47.6994376001,-122.0246037362,1
PR0082119,JARDIN TEA,600 5th AVE S # 101,SEATTLE,47.59682183,-122.32717438,1
PR0091337,COFFEE TAB,2103 3rd AVE,Seattle WA,,,1
PR0087619,THE CHARTER HOTEL,1610 2ND AVE,SEATTLE,47.61095523,-122.33998413,1
PR0090480,LAS MICHOACANAS LLC,2125 SW 356TH ST unit C,FEDERAL WAY,47.2822899,-122.36166782,1
PR0084867,CHIPOTLE MEXICAN GRILL #2554,4730 CALIFORNIA AVE SW,SEATTLE,47.56013844,-122.38649161,1
PR0055992,SomiSomi Softserve & Taiyaki,555 Southcenter Mall,Tukwila,47.45866877,-122.25958305,1
PR0054664,V GARDEN RESTAURANT,18230 E VALLEY HWY 165,Kent,47.4383135834,-122.2457506979,2
PR0032164,TERIYAKI PLUS COMPANY,4001 AIRPORT WAY S ,Seattle,47.5678786884,-122.322923819,1
PR0089407,SHETH & PATEL LLC,19987 1st AVE S STE 101,Normandy Park,47.42357624,-122.33572903,2
PR0078104,HOTEL EDGEWATER,2411 ALASKAN WAY,SEATTLE,47.6123640922,-122.3514060087,2
PR0084965,BONGOS CAFE,6501 AURORA AVE N,SEATTLE,47.67659778,-122.34693499,2
PR0085634,JERSEY MIKE'S SUBS,12964 SE KENT-KANGLEY RD,KENT,47.360127,-122.166307,2
PR0017896,EASTERN'S PHARMACY,515 MINOR AVE STE 120,SEATTLE,47.606303682,-122.3217683244,1
PR0090044,ARDEL CORPORATION,15220 SE 37TH ST,BELLEVUE,47.57770124,-122.13706909,1
PR0086269,DELICATUS / SKY BLUE SKY CO,200 UNIVERSITY ST,SEATTLE,47.55167133,-122.36272184,1
PR0085909,EL CUBANO TO-GO,19920 AURORA AVE N,SHORELINE,47.7738473,-122.34572305,2
PR0027860,OLIVE GARDEN #1318,11325 NE 124TH ST ,Kirkland,47.710877528,-122.1895883411,1
PR0086926,FIT BAR CAFE,332 BURNETT AVE S,RENTON,47.4786492,-122.20754402,1
PR0011098,FACTORY DONUTS,12505 NE 144TH ST ,KIRKLAND,47.731109596,-122.173021375,1
PR0004757,EL CENTRO SKATING RINK,34222 PACIFIC HWY S ,FEDERAL WAY,47.2946831891,-122.314275856,1
PR0066615,SALAMA RESTAURANT & CAFE,13820 INTERNATIONAL BL ,TUKWILA,47.479761378,-122.2843654266,3
PR0088176,BARRY'S BOOTCAMP US,112 WESTLAKE AVE N,SEATTLE,47.61894316,-122.33810053,1
PR0072352,HAPPY AUTUMN,4820 NE 4TH ST STE A109,RENTON,47.4894368011,-122.1541083349,1
PR0086101,GRAVITY COFFEE COMPANY,35007 ENCHANTED PKWY S,FEDERAL WAY,47.28788539,-122.31407287,1
PR0020093,TOP POT DOUGHNUTS,1235 NW MAPLE ST ,ISSAQUAH,47.5433163721,-122.0580719956,1
PR0087290,MILBRANDT VINEYARDS & RYAN PATRICK WINES,14450 WOODINVILLE REDMOND RD,WOODINVILLE,47.73229,-122.14064,1
PR0010575,DOUGH ZONE DUMPLING HOUSE 4 CORP,1580 NW GILMAN BL STE #1,ISSAQUAH,47.5465212681,-122.0615298293,2
PR0089859,STARBUCKS COFFEE COMPANY #66834,10601 5th AVE NE ste 101,Seattle,47.70791685,-122.32659595,1
PR0086839,DEAD LINE,114 1ST AVE S,SEATTLE,47.60118593,-122.33383825,2
PR0067723,RICHMOND BEACH COFFEE COMPANY,1442 NW RICHMOND BEACH RD ,SHORELINE,47.7701403392,-122.3766586118,1
PR0063813,MS STUDIO H,3850 148TH AVE NE ,REDMOND,47.6435673905,-122.1409722659,1
PR0090385,ALUEL CELLARS,1528 NW MARKET ST,SEATTLE,47.6689047,-122.37789045,1
PR0091663,GENERAL HARVEST,4106 STONE WAY N STE 104,SEATTLE,,,1
PR0077607,FOUR SEASONS HOTEL SEATTLE,99 UNION ST ,SEATTLE,47.6076297965,-122.3392206808,1
PR0067209,SUNNY TERIYAKI,15830 1ST AVE S #103,BURIEN,47.4612865637,-122.332763515,1
PR0089627,SIDEKICK COFFEE,17255 135TH AVE NE STE 1020,WOODINVILLE,47.75204694,-122.15941225,1
PR0071353,HUONG DUONG,7136 M L KING JR WAY S #103,SEATTLE,47.537761,-122.281087,1
PR0086385,UNION CAFE @ AMAZON,501 FAIRVIEW AVE N,SEATTLE,47.62333729,-122.3345689,1
PR0002734,EASTLAKE ZOO TAVERN,2301 EASTLAKE AVE E ,Seattle,47.6399004815,-122.3261318228,1
PR0030172,"TEAK HOUSE, LLC",17651 1ST AVE S 104,NORMANDY PARK,47.4437809934,-122.3345907624,1
PR0090408,"LA MICHOACANA, TU FAVORITA",24817 PACIFIC HWY S #204,KENT,47.3782938,-122.2994078,2
PR0080494,HAMPTON INN & SUITES,21109 66TH AVE S,KENT,47.41289887,-122.25372214,2
PR0084041,SUSHI KUDASAI,10900 NE 4TH ST 270,BELLEVUE,47.61422484,-122.19410125,2
PR0080478,GRILL CITY,1368 SOUTHCENTER BL #100,TUKWILA,47.459854,-122.256074,3
PR0087426,MONORAIL ESPRESSO,2120 WESTLAKE AVE,SEATTLE,47.61727224,-122.33802836,1
PR0043647,PARAMOUNT THEATRE,911 PINE ST #6,Seattle,47.613225518,-122.331312498,1
PR0026661,BRANNAN PARK RETIREMENT,2901 I ST NE ,Auburn,47.3329406006,-122.2201670767,2
PR0090891,T-MOBILE PARK - PRESS LEVEL DINING,151 S ROYAL BROUGHAM WAY,Seattle,47.59211,-122.33152,2
PR0073421,STARBUCKS COFFEE,17313 SE 270TH PL 102,COVINGTON,47.3584933706,-122.1108358013,2
PR0071211,TAM O SHANTER,1313 183RD AVE NE ,BELLEVUE,47.6217792884,-122.0972526039,1
PR0054487,SUBWAY,14130 JUANITA DR NE,KIRKLAND,47.7290077,-122.2436303,2
PR0087887,JERSEY MIKES SUBS - MAPLE VALLEY,26300 238TH LN SE #101,MAPLE VALLEY,47.36577,-122.02233,2
PR0032536,JONY'S BREAKFAST & LUNCH RESTAURANT HOUSE,656 STRANDER BL,TUKWILA,47.4573856822,-122.245267661,1
PR0070191,PHO TAI,16880 SOUTHCENTER PKWY ,TUKWILA,47.4524300387,-122.262197608,2
PR0077843,NRGIZE LIFESTYLE CAFE,1416 NW BALLARD WAY,SEATTLE,47.662711,-122.375156,2
PR0091074,BAI TONG,5600 ROOSEVELT WAY NE K109,SEATTLE,,,2
PR0083864,CHOTES TACOS LLC,14420 468th AVE SE,NORTH BEND,47.46887368,-121.71564427,1
PR0051928,PAPA MURPHY'S #111,17171 BOTHELL WAY NE ,LAKE FOREST PARK,47.7540396149,-122.279588654,3
PR0046931,"CORNER POCKET, THE",4302 SW ALASKA ST ,SEATTLE,47.5612647176,-122.3871344011,1
PR0020408,YUMMY HOUSE BAKERY,522 6TH AVE S,SEATTLE,47.5977589893,-122.3260144346,1
PR0026401,BAGELBOP,93 PIKE ST ,SEATTLE,47.608629597,-122.340212876,1
PR0090419,Wetzels Pretzels,1085 BELLEVUE SQ,BELLEVUE,47.6159,-122.20367,1
PR0090169,PURSUIT DISTILLING CO.,1730 RAILROAD ST,ENUMCLAW,47.20448803,-121.98823711,1
PR0077581,IN BOCCA AL LUPO,4303 FREMONT AVE N ,SEATTLE,47.6591049383,-122.3502384666,1
PR0046054,SEATTLE REPERTORY THEATRE,155 MERCER ST,Seattle,47.6238812707,-122.3537143817,1
PR0006587,QFC #829,460 E NORTH BEND WAY ,NORTH BEND,47.4933868724,-121.7804842372,1
PR0087480,DUTCH BROS. COFFEE,27525 PACIFIC HWY S,FEDERAL WAY,47.35446375,-122.31178908,1
PR0071212,BEST TERIYAKI & SUSHI,15420 MAIN ST NE STE A,DUVALL,47.7395177058,-121.9857165965,1
PR0080274,OOLA on Capitol Hill,1412 E UNION ST,SEATTLE,47.61312358,-122.31349051,1
PR0090069,CLUB COMEDY SEATTLE,328 15th AVE E,Seattle,47.62149901,-122.31252435,1
PR0066672,"HABIT BURGER GRILL, THE",620 228TH AVE NE,SAMMAMISH,47.6149741487,-122.0350242663,1
PR0046762,ITALIO PIZZA & PASTA,305 NW 85TH ST,SEATTLE,47.6903550352,-122.3610623551,3
PR0063705,QUEEN ANNE COFFEE CO,1811 QUEEN ANNE AVE N #101,SEATTLE,47.6351895299,-122.357302632,1
PR0070254,MICROSOFT 121,15220 NE 40TH ST ,REDMOND,47.6479285412,-122.1372764918,1
PR0045101,QFC #866,11100 ROOSEVELT WAY NE ,SEATTLE,47.7094015954,-122.3172713578,1
PR0071369,JERSEY MIKE'S SUBS,1289 N 205TH ST ,SHORELINE,47.7776233757,-122.3434720671,1
PR0084372,7 - ELEVEN #37134A,5700 M L KING JR WAY S,SEATTLE,47.550965,-122.287323,1
PR0001619,MCDONALD'S #6443,2147 N NORTHGATE WAY,SEATTLE,47.7083197481,-122.3322253387,1
PR0090414,"ESPRESSO STOP FRONT STREET, LLC",618 FRONT ST N,ISSAQUAH,47.53588159,-122.03619794,1
PR0066779,CHARTWELLS HIGHER EDUCATION,550 14TH AVE,SEATTLE,47.6073311322,-122.3135000829,1
PR0003390,SERAFINA INC,2043 EASTLAKE AVE E ,Seattle,47.6380876478,-122.3261116437,1
PR0068047,FRED MEYER INC #031,17801 108TH AVE SE ,RENTON,47.4432111195,-122.198715501,2
PR0087146,CAFE PIE,14350 TUKWILA INTERNATIONAL BL,TUKWILA,47.47464,-122.28306,1
PR0066624,T-MOBILE PARK,151 S ROYAL BROUGHAM WAY,SEATTLE,47.5921744369,-122.3335774697,2
PR0025914,HARBOR MARINA DELI,1021 KLICKITAT AVE SW ,Seattle,47.56968,-122.34818,1
PR0089535,VINASON,499 URBAN PLZ UNIT F,KIRKLAND,47.67794,-122.19863,1
PR0048108,YUMMI SUSHI @ QFC #807,2746 NE 45TH ST,Seattle,47.6628184146,-122.2964164812,2
PR0086291,BARTELL DRUGS #06971,5625 22ND AVE NW,SEATTLE,47.66985079,-122.38504964,1
PR0006075,TACO TIME,17140 REDMOND WAY,Redmond,47.6711881165,-122.1112302865,1
PR0072371,YUMMI SUSHI @ QFC #828,11224 NE 124TH ST ,KIRKLAND,47.7122650401,-122.1911424299,1
PR0088982,"SUPERNOVA DISCOTHEQUE, LLC",110 S HORTON ST,SEATTLE,47.5745904,-122.3335918,1
PR0090698,THAI GRILL RESTAURANT,288 106TH AVE NE STE 102-F,BELLEVUE,47.61269257,-122.19847513,1
PR0080305,CAFE MARIO @ NINTENDO,4600 150th AVE NE,REDMOND,47.651339,-122.13988098,1
PR0069017,JAMBA JUICE #523,6160 E LAKE SAMMAMISH PKWY SE ,ISSAQUAH,47.5470453697,-122.0400665369,1
PR0077388,"ROADHOUSE RESTAURANT, THE",4200 PRESTON - FALL CITY RD SE,FALL CITY,47.5674418369,-121.887772785,1
PR0046917,ACCITUNO'S #12,13055 LAKE CITY WAY NE ,SEATTLE,47.7245314316,-122.293080219,1
PR0081782,TAQUERIA LOS POTRILLOS 6,17308 SOUTHCENTER PKWY,TUKWILA,47.44840267,-122.26160154,2
PR0086795,MA'ONO,4626 26TH AVE NE,SEATTLE,47.66251181,-122.29968985,1
PR0051633,DEAN STRALEYS JAMES ST BP,914 JAMES ST,Seattle,47.606138891,-122.3241853125,1
PR0005711,RAINBOW CAFE,112 E MAIN ST ,AUBURN,47.3072281553,-122.2281735557,2
PR0084117,TASTY SZECHUAN,707 148TH AVE NE,BELLEVUE,47.61624619,-122.14371626,3
PR0085425,DOMINO'S PIZZA #7018,24437 RUSSELL RD STE 102,KENT,47.381524,-122.262134,1
PR0090784,Shawarma Time,5407 20th AVE NW,Seattle,47.6677068,-122.38232754,1
PR0005330,7-ELEVEN #38805A,2415 GRIFFIN AVE ,ENUMCLAW,47.2068633812,-122.0005708355,2
PR0040065,MICROSOFT 25,15700 NE 39TH ST ,Redmond,47.6454083309,-122.1303355429,1
PR0001525,KAPPA DELTA,4524 17TH AVE NE ,Seattle,47.6620057472,-122.3091859077,2
PR0070803,COPPER TREE CAFE,2406 10TH AVE E ,SEATTLE,47.6415183722,-122.3198973152,3
PR0071063,NAAN N CURRY EXPRESS LLC,1420 NW GILMAN BL STE N-3,ISSAQUAH,47.5460512195,-122.0584018899,1
PR0011295,DELANCEY PIZZERIA,1415 NW 70TH ST,SEATTLE,47.679377867,-122.3747943301,1
PR0090076,EVERGREEN BLENDZ COFFEE,11811 NE 128th ST UNIT D,KIRKLAND,47.71453525,-122.1835454,2
PR0088081,AJI SUSHI & GRILL,13176 NEWCASTLE COMMONS DR BLDG B,NEWCASTLE,47.54379,-122.16368,2
PR0089253,RICE N CURRY,601 S 3RD ST STE BC,RENTON,47.4793739,-122.20919631,1
PR0082904,ARMSTRONG FAMILY WINERY LLC,19151 144TH AVE NE UNIT 1,WOODINVILLE,47.766369,-122.148466,1
